Invoice Date,Transaction Type,Order Id,Shipment Date,Order Date,Shipment Item Id,Item Description,Invoice Amount
6/3/2024,Shipment,304-3231749-1157006,2024-06-03 12:57:12,6/2/2024,394130705419,Product A,405
6/3/2024,Shipment,804-4020748-9330295,2024-06-03 20:05:15,6/2/2024,394134942585,Product A,1319.19
6/3/2024,Cancel,604-8001548-2030688,,,392598255739,,0
6/3/2024,Cancel,604-8001548-2030688,,,392615050296,,0
6/3/2024,Cancel,171-1677487-0038032,,,392058581257,,0
6/3/2024,Shipment,304-1785346-9651365,2024-06-03 14:34:35,6/2/2024,392568401077,Product A,572
6/3/2024,Refund,304-1785346-9651365,2024-06-03 14:34:35,6/2/2024,392568401077,Product A,-572
6/3/2024,Shipment,171-6820969-7093782,2024-06-03 22:25:16,6/2/2024,393040390064,Product A,675
6/3/2024,Shipment,604-8001548-2030688,2024-06-04 16:36:40,6/2/2024,394133119369,Product A,327
6/3/2024,Shipment,604-8001548-2030688,2024-06-04 16:36:40,6/2/2024,394095897193,Product A,347
6/3/2024,Refund,604-8001548-2030688,2024-06-04 16:36:40,6/2/2024,394095897193,Product A,-347
6/3/2024,Shipment,604-8808651-1617933,2024-06-03 15:47:58,6/2/2024,394133012148,Product A,465
6/3/2024,Cancel,171-5280484-5593965,,,394081242091,,0
6/3/2024,Shipment,804-1570616-0513736,2024-06-03 13:25:44,6/2/2024,393029859429,Product A,510
6/3/2024,Refund,804-1570616-0513736,2024-06-03 13:25:44,6/2/2024,393029859429,Product A,-510
6/3/2024,Shipment,304-8010565-2370143,2024-06-03 15:58:46,6/2/2024,394094667821,Product A,2653
6/3/2024,Shipment,171-1677487-0038032,2024-06-04 10:21:24,6/2/2024,394102604201,Product A,510
6/3/2024,Refund,171-1677487-0038032,2024-06-04 10:21:24,6/2/2024,394102604201,Product A,-510
6/3/2024,Shipment,171-4960877-5372888,2024-06-03 15:47:34,6/2/2024,393571397040,Product A,1293
6/3/2024,Shipment,504-5292107-4293734,2024-06-03 15:47:19,6/2/2024,393594934579,Product A,799
6/3/2024,Refund,504-5292107-4293734,2024-06-03 15:47:19,6/2/2024,393594934579,Product A,-799
6/3/2024,Shipment,704-4555041-1613925,2024-06-04 0:35:44,6/2/2024,393055981448,Product A,493
6/3/2024,Cancel,171-2926099-5017361,,,392597387908,,0
6/3/2024,Shipment,171-2926099-5017361,2024-06-03 15:52:16,6/2/2024,392597387908,Product A,326
6/3/2024,Shipment,804-3408891-6391001,2024-06-03 15:58:53,6/2/2024,394120812305,Product A,2653
6/3/2024,Refund,804-3408891-6391001,2024-06-03 15:58:53,6/2/2024,394120812305,Product A,-2653
6/3/2024,Shipment,404-8610186-1230621,2024-06-05 15:58:39,6/2/2024,392058661846,Product A,245
6/3/2024,Shipment,504-1634324-1419655,2024-06-03 15:48:45,6/2/2024,394082704086,Product A,805
6/3/2024,Shipment,304-3922955-3370102,2024-06-04 16:31:35,6/2/2024,394133890152,Product A,1836
6/3/2024,Shipment,171-0449176-7397365,2024-06-03 9:51:16,6/2/2024,394133785026,Product A,347
6/3/2024,Shipment,604-9184198-3334434,2024-06-03 15:47:59,6/2/2024,392580946337,Product A,1378
6/3/2024,Shipment,504-8019700-6334214,2024-06-03 20:37:17,6/2/2024,394132614441,Product A,632
6/3/2024,Shipment,804-9723189-7217990,2024-06-03 15:45:36,6/2/2024,393566080423,Product A,739
6/3/2024,Shipment,804-3719290-7072079,2024-06-03 15:45:37,6/2/2024,394133603441,Product A,646
6/3/2024,Refund,804-3719290-7072079,2024-06-03 15:45:37,6/2/2024,394133603441,Product A,-646
6/3/2024,Shipment,171-0341715-1799481,2024-06-03 15:36:50,6/2/2024,394132875914,Product A,1202
6/3/2024,Shipment,404-8597511-9676243,2024-06-03 15:50:41,6/2/2024,394131986531,Product A,851
6/3/2024,Refund,404-8597511-9676243,2024-06-03 15:50:41,6/2/2024,394131986531,Product A,-851
6/3/2024,Shipment,804-6720434-5238283,2024-06-03 9:02:34,6/2/2024,393054507479,Product A,616
6/3/2024,Shipment,171-9217774-9019064,2024-06-03 15:59:58,6/2/2024,393035905242,Product A,1208
6/3/2024,Shipment,504-0224794-8111660,2024-06-03 15:45:35,6/2/2024,392033244531,Product A,441
6/3/2024,Shipment,204-1599242-9578737,2024-06-03 15:47:19,6/2/2024,393589106428,Product A,510
6/3/2024,Shipment,404-8661713-9534677,2024-06-03 15:35:36,6/2/2024,393596070087,Product A,563
6/3/2024,Shipment,604-9580663-1115812,2024-06-03 15:52:24,6/2/2024,392036996758,Product A,340
6/3/2024,Shipment,704-7775234-1355527,2024-06-03 18:52:42,6/2/2024,393630295738,Product A,1310
6/3/2024,Shipment,304-4611188-3019002,2024-06-03 10:10:36,6/1/2024,392040421202,Product A,572
6/3/2024,Shipment,804-7799147-7313553,2024-06-03 8:50:35,6/2/2024,393060482726,Product A,510
6/3/2024,Refund,804-7799147-7313553,2024-06-03 8:50:35,6/2/2024,393060482726,Product A,-510
6/3/2024,Shipment,804-7313497-3199602,2024-06-03 9:42:36,6/2/2024,392058739698,Product A,752
6/3/2024,Shipment,704-6168047-6295251,2024-06-07 4:29:17,6/2/2024,392569248646,Product A,1836
6/3/2024,Shipment,704-7192220-5191875,2024-06-03 9:22:23,6/2/2024,392615256728,Product A,347
6/3/2024,Shipment,804-6114566-2415221,2024-06-03 13:15:39,6/2/2024,394131634531,Product A,409
6/3/2024,Cancel,504-1123993-8055350,,,392594006940,,0
6/3/2024,FreeReplacement,804-7463265-6215469,2024-06-03 15:47:17,6/2/2024,393607004760,Product A,0
6/3/2024,Shipment,504-1123993-8055350,2024-06-03 9:39:57,6/2/2024,392058769082,Product A,384
6/3/2024,Shipment,504-6847909-8655369,2024-06-03 15:54:00,6/2/2024,394132076174,Product A,1527
6/3/2024,Shipment,504-6847909-8655369,2024-06-03 15:54:00,6/2/2024,393577834514,Product A,1273
6/3/2024,Cancel,171-4173992-6699441,,,393056145077,,0
6/3/2024,Shipment,171-4173992-6699441,2024-06-03 15:36:55,6/2/2024,393056145077,Product A,563
6/3/2024,Shipment,604-5171387-8572872,2024-06-06 3:25:39,6/2/2024,392014642075,Product A,675
6/3/2024,Shipment,404-2721443-4357011,2024-06-03 15:51:44,6/2/2024,393602462418,Product A,294
6/3/2024,Shipment,504-3162529-0055915,2024-06-03 15:47:58,6/2/2024,392585592252,Product A,510
6/3/2024,Cancel,504-5506789-6436763,,,394133205453,,0
6/3/2024,Shipment,504-5506789-6436763,2024-06-03 15:50:12,6/2/2024,394133205453,Product A,372
6/3/2024,Shipment,171-3754998-2274183,2024-06-03 10:40:20,6/2/2024,392572045181,Product A,1632
6/3/2024,Refund,171-3754998-2274183,2024-06-03 10:40:20,6/2/2024,392572045181,Product A,-1632
6/3/2024,Shipment,404-0192227-1351942,2024-06-03 11:24:36,6/2/2024,392587061378,Product A,347
6/3/2024,Shipment,204-3423830-3572209,2024-06-03 15:35:39,6/2/2024,394098909770,Product A,2063
6/3/2024,Shipment,204-5774597-1259541,2024-06-03 23:45:25,6/2/2024,393028885375,Product A,277
6/3/2024,Shipment,204-4303625-4551745,2024-06-03 4:14:12,6/2/2024,392568727040,Product A,1159
6/3/2024,Cancel,804-5275338-0553480,,,393630394381,,0
6/3/2024,Shipment,704-0008726-8151781,2024-06-03 15:47:20,6/2/2024,393041919887,Product A,629
6/3/2024,Shipment,504-7221617-2474736,2024-06-03 15:46:37,6/2/2024,394133270043,Product A,1408
6/3/2024,Refund,504-7221617-2474736,2024-06-03 15:46:37,6/2/2024,394133270043,Product A,-1408
6/3/2024,Shipment,304-6540543-3693944,2024-06-03 21:01:13,6/3/2024,392046365210,Product A,366
6/3/2024,Shipment,504-3501090-6574553,2024-06-04 12:44:13,6/2/2024,393568351845,Product A,632
6/3/2024,Cancel,704-8568789-9219668,,,393565432402,,0
6/3/2024,Shipment,304-8695063-3534639,2024-06-03 23:04:41,6/2/2024,394082053537,Product A,594
6/3/2024,Shipment,171-3250928-1570163,2024-06-03 15:47:23,6/2/2024,392598823461,Product A,994
6/3/2024,FreeReplacement,804-4128282-0370569,2024-06-03 4:06:34,6/2/2024,393035581623,Product A,0
6/3/2024,Shipment,204-9195913-5599455,2024-06-03 14:21:15,6/2/2024,392013020803,Product A,347
6/3/2024,Cancel,604-8958651-1278703,,,392018941547,,0
6/3/2024,Shipment,804-4747049-2399490,2024-06-03 15:52:14,6/2/2024,393600599903,Product A,1370
6/3/2024,Shipment,604-5344784-3453039,2024-06-04 15:37:02,6/2/2024,394099396154,Product A,1272
6/3/2024,Shipment,504-7342970-4397396,2024-06-04 4:20:38,6/2/2024,393603438676,Product A,1254
6/3/2024,Refund,504-7342970-4397396,2024-06-04 4:20:38,6/2/2024,393603438676,Product A,-1254
6/3/2024,Shipment,804-9307187-5299649,2024-06-03 15:48:45,6/2/2024,393570750890,Product A,594
6/3/2024,Shipment,204-0857602-0315203,2024-06-03 11:05:15,6/2/2024,392555839652,Product A,387
6/3/2024,Shipment,504-5444675-2338691,2024-06-03 15:37:18,6/2/2024,394133389435,Product A,1272
6/3/2024,Shipment,204-3471993-9570986,2024-06-03 9:16:34,6/2/2024,392615452309,Product A,347
6/3/2024,Shipment,704-5397403-3570304,2024-06-03 15:51:24,6/2/2024,392042243562,Product A,447
6/3/2024,Shipment,804-0472669-2091845,2024-06-03 14:22:43,6/2/2024,393630513661,Product A,1202
6/3/2024,Shipment,404-2431462-4415894,2024-06-03 11:14:12,6/2/2024,393577348584,Product A,994
6/3/2024,Shipment,704-7918638-1032123,2024-06-03 15:45:21,6/2/2024,393051458836,Product A,1530
6/3/2024,Shipment,504-8060676-9172452,2024-06-03 13:36:15,6/1/2024,392046530059,Product A,1310
6/3/2024,Cancel,704-7918638-1032123,,,393594124408,,0
6/3/2024,Shipment,804-6880569-7074732,2024-06-05 13:52:40,6/2/2024,394133822651,Product A,484
6/3/2024,Shipment,604-9405556-4111285,2024-06-03 21:50:15,6/2/2024,393587592090,Product A,994
6/3/2024,Shipment,704-6963130-1070525,2024-06-03 15:50:42,6/2/2024,392590462506,Product A,340
6/3/2024,Shipment,604-0203702-7578727,2024-06-04 20:01:36,6/2/2024,392576987753,Product A,594
6/3/2024,Shipment,704-7918638-1032123,2024-06-03 15:36:00,6/2/2024,394133853190,Product A,2423
6/3/2024,Shipment,804-5812535-4419023,2024-06-04 0:56:41,6/2/2024,393032938433,Product A,474
6/3/2024,Shipment,304-1963793-7419428,2024-06-03 23:25:41,6/2/2024,393606645884,Product A,366
6/3/2024,Shipment,304-9181399-6593561,2024-06-03 15:52:40,6/2/2024,393048126998,Product A,676
6/3/2024,Shipment,604-9474885-8219495,2024-06-03 9:55:21,6/2/2024,393042083025,Product A,544
6/3/2024,Shipment,204-9802702-4593956,2024-06-03 12:40:16,6/2/2024,392573039191,Product A,442
6/3/2024,Shipment,171-3161951-1411813,2024-06-03 9:07:37,6/2/2024,394081891207,Product A,347
6/3/2024,Refund,171-3161951-1411813,2024-06-03 9:07:37,6/2/2024,394081891207,Product A,-347
6/3/2024,Shipment,704-7351392-5576616,2024-06-03 9:52:40,6/2/2024,394134635015,Product A,1156
6/3/2024,Shipment,704-8695412-9095483,2024-06-05 19:57:42,6/2/2024,392615519033,Product A,286
6/3/2024,Shipment,204-3648621-2330497,2024-06-03 15:53:17,6/2/2024,393630573528,Product A,293
6/3/2024,Shipment,604-5483861-8230637,2024-06-03 16:00:24,6/2/2024,392573039276,Product A,1438
6/3/2024,Shipment,504-9605548-0638268,2024-06-03 10:11:11,6/2/2024,394101308505,Product A,510
6/3/2024,Shipment,404-6760295-8111413,2024-06-03 9:30:16,6/2/2024,392595794585,Product A,510
6/3/2024,Refund,404-6760295-8111413,2024-06-03 9:30:16,6/2/2024,392595794585,Product A,-510
6/3/2024,Shipment,304-6457764-0457410,2024-06-05 2:37:14,6/2/2024,394134069860,Product A,309
6/3/2024,Shipment,804-8059422-3415282,2024-06-03 14:29:16,6/2/2024,393630590175,Product A,347
6/3/2024,Shipment,604-8951226-3378565,2024-06-04 15:56:42,6/2/2024,394085388268,Product A,400
6/3/2024,Refund,604-8951226-3378565,2024-06-04 15:56:42,6/2/2024,394085388268,Product A,-400
6/3/2024,Shipment,304-0572284-8174142,2024-06-03 9:17:15,6/2/2024,393585303454,Product A,739
6/3/2024,Shipment,404-1823957-6576496,2024-06-04 15:55:38,6/2/2024,392599150935,Product A,1490
6/3/2024,Shipment,504-7814773-9674545,2024-06-03 15:45:35,6/2/2024,392023640505,Product A,994
6/3/2024,Cancel,204-7826242-2032735,,,392582006457,,0
6/3/2024,Shipment,204-7826242-2032735,2024-06-04 16:17:43,6/2/2024,392582006457,Product A,1258
6/3/2024,Shipment,171-9961553-6311218,2024-06-03 15:17:13,6/2/2024,392557948190,Product A,366
6/3/2024,FreeReplacement,804-7160379-8655979,2024-06-03 18:32:34,6/2/2024,394132558444,Product A,0
6/3/2024,Shipment,704-3231353-4276881,2024-06-04 17:09:19,6/2/2024,393567056993,Product A,347
6/3/2024,Refund,704-3231353-4276881,2024-06-04 17:09:19,6/2/2024,393567056993,Product A,-347
6/3/2024,Shipment,171-7623288-2217314,2024-06-03 11:15:37,6/2/2024,392038708539,Product A,1029.36
6/3/2024,Shipment,171-7623288-2217314,2024-06-03 11:15:37,6/2/2024,393609696377,Product A,844.89
6/3/2024,Shipment,704-1841247-1132501,2024-06-03 15:04:37,6/2/2024,392018942258,Product A,1053
6/3/2024,Shipment,604-1686008-4436910,2024-06-03 18:34:14,6/2/2024,392574213079,Product A,1258
6/3/2024,Refund,604-1686008-4436910,2024-06-03 18:34:14,6/2/2024,392574213079,Product A,-1258
6/3/2024,Shipment,804-2678189-9653843,2024-06-03 15:51:17,6/2/2024,393598451350,Product A,2063
6/3/2024,Shipment,804-2678189-9653843,2024-06-03 15:51:17,6/2/2024,392615597859,Product A,1527
6/3/2024,Shipment,704-8150262-3351191,2024-06-03 15:48:02,6/2/2024,394086703283,Product A,447
6/3/2024,Shipment,504-4965759-6497537,2024-06-03 16:00:23,6/2/2024,394134177552,Product A,1527
6/3/2024,Refund,504-4965759-6497537,2024-06-03 16:00:23,6/2/2024,394134177552,Product A,-1527
6/3/2024,Shipment,604-1735994-3413708,2024-06-03 15:54:16,6/2/2024,394093705597,Product A,1020
6/3/2024,Shipment,171-4722073-7053089,2024-06-03 15:33:17,6/2/2024,393630668023,Product A,1279
6/3/2024,Shipment,171-0832330-5653279,2024-06-03 11:05:41,6/2/2024,394102932283,Product A,321
6/3/2024,Shipment,804-2619608-3670728,2024-06-04 15:35:38,6/2/2024,393073414000,Product A,1033
6/3/2024,Shipment,204-6568187-7653484,2024-06-04 13:39:20,6/2/2024,392014156517,Product A,585
6/3/2024,Cancel,204-8843474-6330815,,,393606321804,,0
6/3/2024,Shipment,504-6011856-6270106,2024-06-03 15:46:15,6/2/2024,393073429436,Product A,1211
6/3/2024,Cancel,304-7827026-5453680,,,392595795121,,0
6/3/2024,Shipment,304-5889323-7130651,2024-06-03 15:21:18,6/2/2024,392024649627,Product A,563
6/3/2024,Shipment,171-8432187-1051790,2024-06-03 14:25:15,6/2/2024,393630737205,Product A,1041
6/3/2024,Shipment,204-8843474-6330815,2024-06-04 16:02:57,6/2/2024,393605817239,Product A,321
6/3/2024,Shipment,204-7300095-3493566,2024-06-03 18:51:42,6/2/2024,394132010817,Product A,484
6/3/2024,Shipment,204-9655435-5093117,2024-06-03 15:36:14,6/2/2024,394135122974,Product A,672
6/3/2024,Cancel,171-8890988-7576825,,,392592799212,,0
6/3/2024,Shipment,504-9083057-7434619,2024-06-03 15:46:22,6/2/2024,392560544388,Product A,745
6/3/2024,Shipment,204-7974471-1472254,2024-06-03 9:32:10,6/2/2024,392031765355,Product A,347
6/3/2024,Shipment,404-5879927-4451167,2024-06-03 16:07:38,6/2/2024,392561211317,Product A,507
6/3/2024,Cancel,304-0754633-8230287,,,392059111764,,0
6/3/2024,Shipment,304-0754633-8230287,2024-06-05 15:52:39,6/2/2024,392059111764,Product A,1224
6/3/2024,Shipment,504-6199630-6576082,2024-06-03 18:55:40,6/3/2024,393630811660,Product A,474
6/3/2024,Shipment,504-4703930-0155142,2024-06-03 15:45:59,6/2/2024,394138862514,Product A,1170
6/3/2024,Cancel,171-2838195-1199406,,,393630807492,,0
6/3/2024,Shipment,171-2838195-1199406,2024-06-04 15:58:17,6/2/2024,393630807492,Product A,1377
6/3/2024,Refund,171-2838195-1199406,2024-06-04 15:58:17,6/2/2024,393630807492,Product A,-1377
6/3/2024,Shipment,204-2349773-7253617,2024-06-06 21:17:38,6/2/2024,392573562809,Product A,347
6/3/2024,Shipment,604-5984809-4259156,2024-06-03 15:47:22,6/2/2024,393073511243,Product A,696
6/3/2024,Shipment,804-8251026-9655745,2024-06-03 15:45:57,6/2/2024,393073502328,Product A,1239
6/3/2024,Shipment,704-6769565-8617707,2024-06-04 4:24:58,6/2/2024,392578322941,Product A,1074.4
6/3/2024,Cancel,604-0205477-3753664,,,392569413919,,0
6/3/2024,Shipment,604-0205477-3753664,2024-06-03 15:48:10,6/2/2024,392569413919,Product A,1211
6/3/2024,Shipment,504-8448189-1617149,2024-06-03 16:14:37,6/2/2024,394107324055,Product A,889
6/3/2024,Refund,504-8448189-1617149,2024-06-03 16:14:37,6/2/2024,394107324055,Product A,-889
6/3/2024,Shipment,304-6244862-0030430,2024-06-03 11:01:16,6/2/2024,392043222001,Product A,587
6/3/2024,Refund,304-6244862-0030430,2024-06-03 11:01:16,6/2/2024,392043222001,Product A,-587
6/3/2024,Shipment,404-6674816-5076894,2024-06-03 18:20:38,6/2/2024,393630867009,Product A,510
6/3/2024,Refund,404-6674816-5076894,2024-06-03 18:20:38,6/2/2024,393630867009,Product A,-510
6/3/2024,Shipment,804-3578745-9693344,2024-06-03 22:10:13,6/2/2024,393585628147,Product A,353
6/3/2024,Shipment,504-5579423-1195011,2024-06-03 21:45:54,6/3/2024,393594288348,Product A,484
6/3/2024,Shipment,404-4361179-7170793,2024-06-03 21:19:16,6/3/2024,394105462215,Product A,994
6/3/2024,Shipment,804-2490865-6676611,2024-06-03 14:26:12,6/3/2024,394103626006,Product A,804
6/3/2024,Shipment,171-0301612-7438638,2024-06-03 11:04:39,6/2/2024,394106274221,Product A,347
6/3/2024,Shipment,171-1121042-1678507,2024-06-03 13:02:43,6/3/2024,393049096720,Product A,383
6/3/2024,Cancel,304-7557529-2315861,,,393583842606,,0
6/3/2024,Shipment,404-4106144-5255148,2024-06-03 13:04:40,6/3/2024,393577350192,Product A,493
6/3/2024,Refund,404-4106144-5255148,2024-06-03 13:04:40,6/3/2024,393577350192,Product A,-493
6/3/2024,Shipment,804-0759883-4097597,2024-06-03 15:48:46,6/3/2024,394134322011,Product A,549.11
6/3/2024,Shipment,804-0759883-4097597,2024-06-03 15:48:46,6/3/2024,394090071825,Product A,549.09
6/3/2024,Cancel,704-6482256-0036505,,,392570386410,,0
6/3/2024,Shipment,704-6482256-0036505,2024-06-04 15:34:44,6/3/2024,394085552748,Product A,1357
6/3/2024,Shipment,504-0564084-4417793,2024-06-03 18:56:36,6/2/2024,392589611384,Product A,347
6/3/2024,Shipment,304-0758671-4130460,2024-06-03 22:12:15,6/2/2024,393048754234,Product A,347
6/3/2024,Shipment,204-1171915-6215697,2024-06-03 15:21:19,6/3/2024,394121824800,Product A,994
6/3/2024,Shipment,804-3634065-4095820,2024-06-03 12:36:33,6/2/2024,394118249426,Product A,336
6/3/2024,Shipment,504-3260253-4491222,2024-06-04 10:16:13,6/3/2024,393587431683,Product A,994
6/3/2024,Shipment,304-7557529-2315861,2024-06-03 15:37:18,6/2/2024,392017398996,Product A,1496
6/3/2024,Shipment,404-5754120-9615865,2024-06-03 15:49:02,6/3/2024,393046157021,Product A,375
6/3/2024,Shipment,404-5754120-9615865,2024-06-03 15:49:02,6/3/2024,392554867929,Product A,375
6/3/2024,Refund,404-5754120-9615865,2024-06-03 15:49:02,6/3/2024,393046157021,Product A,-375
6/3/2024,Refund,404-5754120-9615865,2024-06-03 15:49:02,6/3/2024,392554867929,Product A,-375
6/3/2024,Shipment,704-5327854-2653406,2024-06-05 3:07:38,6/3/2024,394110809020,Product A,799
6/3/2024,Shipment,171-9654985-2676438,2024-06-03 17:55:41,6/3/2024,392044117904,Product A,1235
6/3/2024,Shipment,504-8088068-2559171,2024-06-06 15:58:17,6/3/2024,394088815182,Product A,646
6/3/2024,Shipment,704-5066039-0032944,2024-06-03 15:34:38,6/2/2024,392030942321,Product A,823
6/3/2024,Shipment,404-0830145-8370511,2024-06-03 15:37:34,6/3/2024,394107324874,Product A,994
6/3/2024,Refund,404-0830145-8370511,2024-06-03 15:37:34,6/3/2024,394107324874,Product A,-994
6/3/2024,Shipment,704-4931486-2674120,2024-06-03 15:19:58,6/3/2024,392616014802,Product A,1279
6/3/2024,Shipment,604-7443034-8519819,2024-06-03 15:54:17,6/2/2024,394087679183,Product A,2091
6/3/2024,Shipment,804-3054544-7236393,2024-06-04 4:50:35,6/3/2024,392598097038,Product A,396
6/3/2024,Shipment,404-2734130-1055138,2024-06-03 15:34:40,6/3/2024,393599952533,Product A,594
6/3/2024,Refund,404-2734130-1055138,2024-06-03 15:34:40,6/3/2024,393599952533,Product A,-594
6/3/2024,Cancel,171-0768271-0032750,,,393607007607,,0
6/3/2024,Shipment,304-0818961-0417326,2024-06-04 15:58:17,6/3/2024,393052573717,Product A,1689.8
6/3/2024,Shipment,404-3747885-5613178,2024-06-03 15:51:17,6/3/2024,392558440546,Product A,609
6/3/2024,Shipment,171-7315973-3036156,2024-06-03 15:53:16,6/3/2024,393584167235,Product A,353
6/3/2024,Shipment,604-2896198-4457402,2024-06-03 20:40:16,6/3/2024,393610708630,Product A,1836
6/3/2024,Refund,604-2896198-4457402,2024-06-03 20:40:16,6/3/2024,393610708630,Product A,-1836
6/3/2024,Shipment,171-0768271-0032750,2024-06-03 12:42:49,6/3/2024,393579368990,Product A,493
6/3/2024,Shipment,404-4017436-4157063,2024-06-03 15:50:44,6/2/2024,393042915354,Product A,395
6/3/2024,Shipment,804-6485306-2693993,2024-06-04 15:36:11,6/2/2024,392040767169,Product A,1193
6/3/2024,Shipment,171-5850415-5195070,2024-06-03 16:14:39,6/3/2024,393631224080,Product A,632
6/3/2024,Refund,171-5850415-5195070,2024-06-03 16:14:39,6/3/2024,393631224080,Product A,-632
6/3/2024,Cancel,204-2379660-4134650,,,393027916807,,0
6/3/2024,Shipment,804-1095955-4430476,2024-06-03 23:10:17,6/3/2024,393594938682,Product A,383
6/3/2024,Shipment,704-2927326-9553825,2024-06-04 15:58:18,6/3/2024,393631270275,Product A,1145
6/3/2024,Shipment,604-1347727-2555950,2024-06-03 15:45:37,6/2/2024,392595212458,Product A,1033
6/3/2024,Refund,604-1347727-2555950,2024-06-03 15:45:37,6/2/2024,392595212458,Product A,-1033
6/3/2024,Shipment,804-5161450-0319234,2024-06-04 15:58:56,6/2/2024,394136074177,Product A,901
6/3/2024,Shipment,504-7860804-0057691,2024-06-04 4:09:35,6/3/2024,394132728696,Product A,723
6/3/2024,Shipment,171-7795640-8593150,2024-06-03 11:21:11,6/3/2024,392616275682,Product A,3230
6/3/2024,Shipment,404-3898490-8695288,2024-06-03 10:59:18,6/3/2024,393033427793,Product A,510
6/3/2024,Shipment,204-4969454-5413511,2024-06-04 1:04:38,6/3/2024,392024472316,Product A,366
6/3/2024,Shipment,704-0520391-8515626,2024-06-03 11:02:14,6/3/2024,393631391601,Product A,1370
6/3/2024,Shipment,404-4998856-0553691,2024-06-04 15:56:15,6/3/2024,394118250977,Product A,1211
6/3/2024,Shipment,171-6536903-4455341,2024-06-03 10:05:18,6/3/2024,393054999879,Product A,321
6/3/2024,Refund,171-6536903-4455341,2024-06-03 10:05:18,6/3/2024,393054999879,Product A,-321
6/3/2024,Shipment,604-4560876-8555925,2024-06-03 15:21:17,6/3/2024,392040767935,Product A,672
6/3/2024,Shipment,304-2265481-3234082,2024-06-03 15:47:17,6/3/2024,393585790957,Product A,1059.4
6/3/2024,Cancel,804-5815356-1395663,,,394077122138,,0
6/3/2024,Shipment,704-9536228-2295407,2024-06-03 15:49:02,6/3/2024,393041557057,Product A,698
6/3/2024,Shipment,171-7457471-1411080,2024-06-03 15:35:16,6/3/2024,392059608976,Product A,646
6/3/2024,Shipment,804-8901539-6595650,2024-06-03 15:38:02,6/3/2024,394103298768,Product A,555
6/3/2024,Shipment,704-1891921-7238670,2024-06-03 15:48:14,6/3/2024,393631454245,Product A,1156
6/3/2024,Shipment,804-5815356-1395663,2024-06-03 15:33:03,6/3/2024,392014159091,Product A,646
6/3/2024,Refund,804-5815356-1395663,2024-06-03 15:33:03,6/3/2024,392014159091,Product A,-646
6/3/2024,Shipment,171-2135716-8557428,2024-06-03 15:47:21,6/3/2024,393613674867,Product A,321
6/3/2024,Refund,171-2135716-8557428,2024-06-03 15:47:21,6/3/2024,393613674867,Product A,-321
6/3/2024,Shipment,304-9724837-0093594,2024-06-03 15:50:55,6/3/2024,393566410030,Product A,694
6/3/2024,Shipment,604-5349724-9630043,2024-06-04 18:30:42,6/2/2024,394110467099,Product A,594
6/3/2024,Refund,604-5349724-9630043,2024-06-04 18:30:42,6/2/2024,394110467099,Product A,-594
6/3/2024,Shipment,404-9770349-9630670,2024-06-06 1:22:37,6/3/2024,393599953822,Product A,1370
6/3/2024,Shipment,804-8163305-1074777,2024-06-03 15:47:58,6/3/2024,392042409817,Product A,451
6/3/2024,Shipment,171-1489327-1032322,2024-06-03 15:45:56,6/3/2024,393613675081,Product A,1208
6/3/2024,Shipment,704-4274788-8555505,2024-06-03 15:45:57,6/3/2024,394109779494,Product A,1105
6/3/2024,Shipment,604-9544215-0278710,2024-06-03 10:39:37,6/3/2024,393579929359,Product A,1243
6/3/2024,Refund,604-9544215-0278710,2024-06-03 10:39:37,6/3/2024,393579929359,Product A,-1243
6/3/2024,Cancel,704-4898270-6691422,,,392059684600,,0
6/3/2024,Shipment,704-4898270-6691422,2024-06-03 15:46:03,6/3/2024,393074053718,Product A,2066
6/3/2024,Shipment,504-8172842-0011021,2024-06-03 9:44:11,6/3/2024,393611703776,Product A,1632
6/3/2024,Shipment,171-3399451-2536596,2024-06-03 15:19:35,6/3/2024,392616509420,Product A,1527
6/3/2024,Cancel,304-0717248-9053830,,,393587924963,,0
6/3/2024,Shipment,304-0717248-9053830,2024-06-03 15:53:43,6/3/2024,392592639639,Product A,1683
6/3/2024,Cancel,804-3935047-6555984,,,393035748327,,0
6/3/2024,Cancel,804-3935047-6555984,,,392591592896,,0
6/3/2024,Shipment,804-3935047-6555984,2024-06-07 16:11:27,6/3/2024,392591592896,Product A,2462.29
6/3/2024,Shipment,804-3935047-6555984,2024-06-07 16:11:27,6/3/2024,393035748327,Product A,1069.29
6/3/2024,Shipment,171-5280484-5593965,2024-06-03 16:31:39,6/2/2024,392616543528,Product A,723
6/3/2024,Shipment,304-5791277-9219692,2024-06-03 15:36:37,6/3/2024,394120652752,Product A,1202
6/3/2024,Shipment,604-1237755-7013759,2024-06-03 15:50:56,6/3/2024,393055180810,Product A,340
6/3/2024,Shipment,704-4997778-6555389,2024-06-03 15:45:11,6/3/2024,393074097587,Product A,1202
6/3/2024,Shipment,304-1931724-7551372,2024-06-03 15:53:19,6/3/2024,392562673711,Product A,363
6/3/2024,Shipment,804-2345307-3155332,2024-06-04 0:34:38,6/3/2024,393029701070,Product A,446
6/3/2024,Shipment,404-4486963-0057408,2024-06-03 20:10:13,6/3/2024,392018783700,Product A,448
6/3/2024,Shipment,304-1986303-8419643,2024-06-03 10:40:36,6/3/2024,394088332120,Product A,689
6/3/2024,Refund,304-1986303-8419643,2024-06-03 10:40:36,6/3/2024,394088332120,Product A,-689
